"","seqnames","start","end","width","strand","Conc","Conc_V2084D_shEV","Conc_WT_shEV","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances"
"237","chr6",143060277,143060677,401,"*",4.30449827313611,3.16888188667217,4.93197398526237,-1.79109338742632,5.50439491724454e-06,0.000433251386490513,"Promoter (<=1kb)",6,143060496,143333356,272861,1,"51390","ENST00000367601.8",0,"ENSG00000146416","AIG1","androgen induced 1","ENST00000657496.1;ENST00000367601.8;ENST00000447498.5;ENST00000646199.1;ENST00000357847.9;ENST00000629020.2;ENST00000367596.5;ENST00000494282.6;ENST00000275235.8","100507489;51390;51390;51390;51390;51390;51390;51390;51390","-595;0;0;0;0;0;0;0;0"
"5793","chr3",113019411,113019811,401,"*",4.76802334208722,4.32265537496172,5.10784828862308,-0.821247827886305,0.00898397407775034,0.0290417232784292,"Promoter (<=1kb)",3,113019472,113170897,151426,1,"102723430","ENST00000700984.1",0,NA,"LOC102723430","uncharacterized LOC102723430","ENST00000700984.1;ENST00000686071.1;ENST00000655310.1;ENST00000470313.6;ENST00000496389.5;ENST00000467342.1;ENST00000460707.1;ENST00000663401.1;ENST00000314400.10;ENST00000383675.6;ENST00000472637.5;ENST00000486271.5;ENST00000469809.5;ENST00000472705.5;ENST00000469169.5;ENST00000473284.5;ENST00000489848.5;ENST00000462295.5;ENST00000461381.5;ENST00000496206.5;ENST00000460410.5;ENST00000494164.5;ENST00000491121.1;ENST00000494575.5;ENST00000494891.5;ENST00000470663.1;ENST00000496340.1;ENST00000472166.1;ENST00000485330.5","102723430;102723430;107986114;107986114;107986114;107986114;107986114;107986114;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;25871;29083","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-251;0"
"734","chr7",106112605,106113005,401,"*",4.37490710158066,3.4603136303007,4.93023900468275,-1.50075728636174,4.62309540454862e-05,0.00117827270937828,"Promoter (<=1kb)",7,106111832,106112576,745,2,"6856","ENST00000483448.1",-29,"ENSG00000008282","SYPL1","synaptophysin like 1","ENST00000455385.7;ENST00000011473.6;ENST00000470347.1;ENST00000634737.1;ENST00000483448.1","6856;6856;6856;6856;6856","0;0;0;0;0"
"3196","chr19",4471434,4471834,401,"*",4.44315347427852,3.8075989309587,4.88283687745658,-1.10895416725292,0.00162114395738038,0.00949918353256385,"Promoter (<=1kb)",19,4457962,4471279,13318,2,"80700","ENST00000590989.1",-155,"ENSG00000167671","UBXN6","UBX domain protein 6","ENST00000590989.1;ENST00000616600.5;ENST00000621835.4;ENST00000601353.5;ENST00000589486.5;ENST00000592691.1;ENST00000615225.1","80700;84717;84717;84717;84717;84717;84717","0;-463;-472;-474;-3058;-3078;-3515"
"1419","chr4",82999152,82999552,401,"*",3.32105121339845,1.99635283452834,3.999814859126,-2.01623484176729,0.000232233282734002,0.00306368034187046,"Intron (ENST00000340417.8/132660, intron 1 of 12)",4,82927586,83010709,83124,2,"132660","ENST00000506560.5",11157,"ENSG00000189308","LIN54","lin-54 DREAM MuvB core complex component","ENST00000340417.8;ENST00000510877.5;ENST00000442461.6;ENST00000446851.6;ENST00000510557.5;ENST00000506560.5;ENST00000508171.5;ENST00000505397.1;ENST00000509748.1","132660;132660;132660;132660;132660;132660;132660;132660;132660","0;0;0;0;0;0;0;0;0"
"460","chr18",74148060,74148460,401,"*",4.34190942150339,3.25104846114171,4.95593026528927,-1.73363121986418,1.87765510594138e-05,0.000761650672179407,"Promoter (<=1kb)",18,74148523,74158012,9490,1,"29090","ENST00000580087.5",-63,"ENSG00000075336","TIMM21","translocase of inner mitochondrial membrane 21","ENST00000583443.5;ENST00000648529.1;ENST00000581214.5;ENST00000419743.7;ENST00000585174.5;ENST00000582526.1;ENST00000580552.1;ENST00000580087.5;ENST00000169551.11;ENST00000577952.1;ENST00000581467.1","201456;201456;201456;201456;201456;201456;201456;29090;29090;29090;29090","-229;-269;-946;-226;-309;-217;-275;-63;-63;-78;-322"
"882","chr20",50931388,50931788,401,"*",4.9543451436662,4.24770400682966,5.42657807965341,-1.21377110023307,7.00654384946722e-05,0.00148312732030623,"Promoter (<=1kb)",20,50888918,50931437,42520,2,"23394","ENST00000621696.5",0,"ENSG00000101126","ADNP","activity dependent neuroprotector homeobox","ENST00000558899.2;ENST00000614698.2;ENST00000655542.1;ENST00000664246.1;ENST00000621696.5;ENST00000673732.1;ENST00000644386.1;ENST00000396029.8;ENST00000396032.8;ENST00000645081.1;ENST00000642364.1;ENST00000466152.5;ENST00000371582.8;ENST00000371588.10;ENST00000683048.1;ENST00000494752.1;ENST00000682366.1;ENST00000371584.9;ENST00000684193.1;ENST00000683466.1;ENST00000682713.1;ENST00000681979.1;ENST00000684708.1;ENST00000413082.1","101927631;101927631;101927631;101927631;23394;23394;23394;23394;23394;23394;23394;8813;8813;8813;8813;8813;8813;8813;8813;8813;8813;8813;8813;8813","0;0;0;0;0;0;-2656;0;0;0;-2653;26762;26767;26744;26744;14073;11081;26744;11485;0;17684;26629;26664;26744"
"2089","chr7",73123296,73123696,401,"*",3.95471441705202,3.08995241953611,4.49162572314631,-1.43036254114133,0.000579067774354072,0.00519027589328939,"Intron (ENST00000691996.1/643862, intron 1 of 8)",7,73106340,73116876,10537,2,"643862","ENST00000682856.2",-6420,"ENSG00000274570","SPDYE10","speedy/RINGO cell cycle regulator family member E10","ENST00000691996.1","643862","0"
"4519","chr1",23691648,23692048,401,"*",4.47355598779834,3.90284879721054,4.88141266025678,-1.01294692633459,0.00424697876788044,0.0175975786902686,"Promoter (<=1kb)",1,23691742,23696417,4676,1,"6135","ENST00000374550.8",0,"ENSG00000142676","RPL11","ribosomal protein L11","ENST00000374550.8;ENST00000443624.6;ENST00000643754.2;ENST00000467075.2;ENST00000458455.2;ENST00000482370.2","6135;6135;6135;6135;6135;6135","0;0;0;0;-258;-561"
"5895","chr19",45607132,45607532,401,"*",4.08865701166961,3.52674055778242,4.49203194678689,-0.998276775574833,0.00953247201060511,0.030279547411954,"Exon (ENST00000589876.5/24139, exon 19 of 19)",19,45552884,45602212,49329,2,"80207","ENST00000544371.1",-4920,"ENSG00000125741","OPA3","outer mitochondrial membrane lipid metabolism regulator OPA3","ENST00000589876.5;ENST00000588308.5;ENST00000586195.5;ENST00000245925.8;ENST00000587152.6;ENST00000536630.5;ENST00000592433.5;ENST00000586405.1;ENST00000323040.5;ENST00000544371.1","24139;24139;24139;24139;24139;24139;24139;24139;2828;80207","0;0;0;0;0;0;0;0;-4920;0"
"7555","chr17",28854785,28855185,401,"*",3.90708591825378,3.39181230977325,4.28597455835762,-0.926920991419943,0.0205164561863585,0.0508581148258639,"Promoter (<=1kb)",17,28855010,28858775,3766,1,"26284","ENST00000412138.6",0,"ENSG00000132591","ERAL1","Era like 12S mitochondrial rRNA chaperone 1","ENST00000412138.6;ENST00000254928.10;ENST00000578001.1;ENST00000461894.5;ENST00000580917.2;ENST00000577942.5;ENST00000471992.1;ENST00000583487.1;ENST00000583953.6;ENST00000577513.6","26284;26284;26284;26284;26284;26284;26284;26284;55731;55731","0;0;0;0;0;-2837;-2853;-3800;0;0"
"1980","chr14",91947544,91947944,401,"*",4.72726554554903,4.08439225662632,5.17040942363382,-1.12066223538107,0.000503167045806126,0.00475811623881179,"Promoter (<=1kb)",14,91869411,91947694,78284,2,"10516","ENST00000342058.9",0,"ENSG00000140092","FBLN5","fibulin 5","ENST00000342058.9;ENST00000267620.14;ENST00000556154.5;ENST00000557088.5;ENST00000557462.5;ENST00000554468.5;ENST00000557570.1","10516;10516;10516;10516;10516;10516;10516","0;-145;-470;0;-308;0;0"
"2203","chr2",237085593,237085993,401,"*",4.61381142814017,3.9532231503301,5.06522535625502,-1.14613383978819,0.000647826236387915,0.0055062290772481,"Promoter (<=1kb)",2,236910797,237085768,174972,2,"105373951","ENST00000662924.1",0,"ENSG00000227252","LOC105373951","uncharacterized LOC105373951","ENST00000662924.1;ENST00000666653.1;ENST00000669095.1;ENST00000667956.1;ENST00000660650.1;ENST00000655155.1;ENST00000667175.1;ENST00000392008.6;ENST00000409334.5;ENST00000470452.5;ENST00000354371.7;ENST00000419015.1","105373951;105373951;105373951;105373951;105373951;105373951;105373951;10920;10920;10920;10920;10920","0;0;0;0;0;0;0;0;0;0;0;0"
"6636","chr17",42154744,42155144,401,"*",4.14992918611252,3.64354873397281,4.5240099978028,-0.914287420651995,0.0135676457086738,0.0382873314423926,"Promoter (<=1kb)",17,42119674,42154916,35243,2,"5878","ENST00000592574.1",0,"ENSG00000108774","RAB5C","RAB5C, member RAS oncogene family","ENST00000586351.1;ENST00000607371.5;ENST00000264661.4;ENST00000592574.1;ENST00000393860.7;ENST00000346213.9;ENST00000547517.5;ENST00000546881.1;ENST00000550406.1;ENST00000550013.1","105371781;23415;23415;5878;5878;5878;5878;5878;5878;5878","0;25937;25998;0;0;0;0;0;0;0"
"945","chr3",23202823,23203223,401,"*",4.85936767755299,4.13374461525881,5.33990598749509,-1.24062420075958,8.15894431988379e-05,0.00161566071822815,"Promoter (<=1kb)",3,23203020,23590222,387203,1,"7325","ENST00000425792.5",0,"ENSG00000182247","UBE2E2","ubiquitin conjugating enzyme E2 E2","ENST00000670967.1;ENST00000452251.5;ENST00000421375.5;ENST00000430018.1;ENST00000425792.5;ENST00000452894.5;ENST00000335798.8;ENST00000396703.6;ENST00000427371.3","100505877;100505877;100505877;100505877;7325;7325;7325;7325;7325","-120;-290;-280;-245;0;0;0;0;0"
"6890","chr8",27772523,27772923,401,"*",4.52219744272908,4.08358350299213,4.85808865400424,-0.810069893991803,0.015139606872185,0.0411506464794895,"Promoter (<=1kb)",8,27733316,27772640,39325,2,"55246","ENST00000356537.9",0,"ENSG00000147419","CCDC25","coiled-coil domain containing 25","ENST00000523566.5;ENST00000305188.13;ENST00000522378.5;ENST00000519637.1;ENST00000524293.1;ENST00000523910.1;ENST00000356537.9;ENST00000520486.5;ENST00000520202.5;ENST00000523841.5;ENST00000519509.5;ENST00000522915.5;ENST00000524084.5;ENST00000517979.1","157570;157570;157570;157570;157570;157570;55246;55246;55246;55246;55246;55246;55246;55246","0;0;0;0;-2574;-3587;0;0;0;0;0;0;0;0"
"962","chr10",119080420,119080820,401,"*",4.85691456446924,4.12760316744766,5.33904854907209,-1.24590471704913,8.68471332390026e-05,0.00168490030938102,"Promoter (<=1kb)",10,119033670,119080817,47148,2,"8661","ENST00000369144.8",0,"ENSG00000107581","EIF3A","eukaryotic translation initiation factor 3 subunit A","ENST00000369144.8;ENST00000541549.2","8661;8661","0;0"
"2406","chr2",127407874,127408274,401,"*",4.60100121728477,3.95845490772273,5.0439910427809,-1.11973291551772,0.000805848551596277,0.00627071980345886,"Exon (ENST00000657275.1/ENST00000657275.1, exon 1 of 2)",2,127418427,127423097,4671,1,"5624","ENST00000474030.5",-10153,"ENSG00000115718","PROC","protein C, inactivator of coagulation factors Va and VIIIa","ENST00000688447.1","100506922","0"
"6192","chr2",46986921,46987321,401,"*",4.0235737581282,3.46225305343923,4.4266434701335,-0.997104729193412,0.0109803503661258,0.0332041602755398,"Intron (ENST00000698500.1/57217, intron 8 of 21)",2,46994231,47075324,81094,1,"57217","ENST00000484061.5",-6910,"ENSG00000068724","TTC7A","tetratricopeptide repeat domain 7A","ENST00000698500.1;ENST00000409245.5;ENST00000319190.11;ENST00000461601.5;ENST00000394850.6;ENST00000441914.5;ENST00000409825.5;ENST00000474321.6;ENST00000491786.5","57217;57217;57217;57217;57217;57217;57217;57217;57217","0;0;0;0;0;0;0;0;0"
"3342","chr12",27333151,27333551,401,"*",4.50827393011099,3.90904045572865,4.93039432540258,-1.05558799281622,0.00183938559380904,0.010307272009819,"Promoter (<=1kb)",12,27333055,27420590,87536,1,"56938","ENST00000261178.9",96,"ENSG00000029153","BMAL2","basic helix-loop-helix ARNT like 2","ENST00000266503.10;ENST00000544915.5;ENST00000395901.6;ENST00000546179.5;ENST00000311001.9;ENST00000261178.9","56938;56938;56938;56938;56938;56938","0;0;0;0;0;0"
"11120","chr19",47515378,47515778,401,"*",4.04507418776596,3.70233285798311,4.32181911953707,-0.65463934529207,0.0843686677311687,0.142078231985615,"Promoter (<=1kb)",19,47493083,47515091,22009,2,"8775","ENST00000597274.5",-287,"ENSG00000105402","NAPA","NSF attachment protein alpha","ENST00000263351.9;ENST00000391901.8;ENST00000263354.8;ENST00000595227.5;ENST00000594001.5;ENST00000593761.5;ENST00000601208.5;ENST00000598615.5;ENST00000602082.5;ENST00000602174.5;ENST00000595826.5;ENST00000597118.1;ENST00000594288.5;ENST00000594740.5;ENST00000597274.5;ENST00000593785.5;ENST00000597160.1","84215;84215;8775;8775;8775;8775;8775;8775;8775;8775;8775;8775;8775;8775;8775;8775;8775","29522;57370;-315;-358;-320;-352;-335;-2612;-356;-433;-373;-2576;-2583;-346;-287;-339;-339"
"1246","chr13",94708073,94708473,401,"*",4.59954259500266,3.8560374624456,5.08776303253857,-1.26517064343369,0.000166674756047631,0.00250386383724159,"Promoter (<=1kb)",13,94698725,94708475,9751,2,"101927248","ENST00000670861.1",2,"ENSG00000238230","LINC00391","long intergenic non-protein coding RNA 391","ENST00000438290.2;ENST00000670861.1;ENST00000700880.1;ENST00000665450.1;ENST00000376945.4","100507533;101927248;101927248;101927284;11166","0;0;0;0;0"
"11831","chr4",26483939,26484339,401,"*",3.5550784589732,3.16972669963756,3.8588974155639,-0.722126975675708,0.108951392325983,0.172438867222258,"Intron (ENST00000295589.4/886, intron 3 of 4)",4,26481396,26490484,9089,2,"886","ENST00000295589.4",6145,"ENSG00000163394","CCKAR","cholecystokinin A receptor","ENST00000295589.4","886","0"
"9920","chr19",51688320,51688720,401,"*",4.08755683635548,3.70234396153596,4.39128964862706,-0.723773208059276,0.0545934159572306,0.103063434558783,"Promoter (<=1kb)",19,51689128,51694555,5428,1,"147650","ENST00000646845.1",-408,"ENSG00000182310","SPACA6","sperm acrosome associated 6","ENST00000602324.1;ENST00000646845.1;ENST00000637797.2;ENST00000576093.5;ENST00000573266.5;ENST00000362102.3;ENST00000385273.1;ENST00000384819.1","102238594;147650;147650;147650;147650;406887;406910;407056","0;0;0;0;0;-4066;-4534;-3892"
"20","chr3",72447187,72447587,401,"*",4.59944029041952,3.32008937484098,5.26666862627948,-1.97520082841113,7.1381121109301e-08,6.41050202262936e-05,"Promoter (<=1kb)",3,72371825,72446621,74797,2,"23429","ENST00000477973.5",-566,"ENSG00000163602","RYBP","RING1 and YY1 binding protein","ENST00000477973.5","23429","-566"
"4694","chr22",50030165,50030565,401,"*",4.22882747512656,3.64441568560281,4.64358953995428,-1.03252423650906,0.00476718128998455,0.0190169521093017,"Exon (ENST00000433387.2/164714, exon 13 of 14)",22,49991811,50012765,20955,2,"400935","ENST00000695951.1",-17400,"ENSG00000188263","IL17REL","interleukin 17 receptor E like","ENST00000433387.2","164714","0"
"2815","chr17",42121108,42121508,401,"*",4.49082179221507,3.85511415860005,4.93057784525769,-1.10937147475037,0.00119047114002697,0.00791942324791376,"Promoter (<=1kb)",17,42113111,42121367,8257,2,"2648","ENST00000225916.10",0,"ENSG00000108773","KAT2A","lysine acetyltransferase 2A","ENST00000225916.10;ENST00000465682.5;ENST00000592310.1;ENST00000585562.5;ENST00000592248.5;ENST00000592574.1;ENST00000393860.7;ENST00000346213.9;ENST00000547517.5;ENST00000565659.2","2648;2648;2648;2648;5878;5878;5878;5878;5878;94086","0;-50;-3619;0;0;0;0;0;0;-1296"
"6927","chr6",160520104,160520504,401,"*",4.08747601764824,3.5841797533685,4.45987875025659,-0.909328090639454,0.0153627278871633,0.0415341292409048,"Promoter (<=1kb)",6,160491891,160520269,28379,2,"80350","ENST00000639825.1",0,"ENSG00000213071","LPAL2","lipoprotein(a) like 2, pseudogene","ENST00000639825.1","80350","0"
"3369","chr19",1044539,1044939,401,"*",4.65869287946355,4.08707115809205,5.06701344061376,-1.01487332823968,0.0018759923372435,0.0104281793630809,"Promoter (<=1kb)",19,1045532,1047554,2023,1,"10347","ENST00000533574.1",-593,"ENSG00000064687","ABCA7","ATP binding cassette subfamily A member 7","ENST00000433129.6;ENST00000526885.5;ENST00000263094.11;ENST00000530703.1;ENST00000525238.2;ENST00000524850.5;ENST00000531467.5;ENST00000527496.1;ENST00000533574.1;ENST00000435683.7","10347;10347;10347;10347;10347;10347;10347;10347;10347;10347","0;0;0;0;0;0;3337;3334;-593;0"
"198","chr12",105235899,105236299,401,"*",4.87055934815673,3.95592711757051,5.42590524315025,-1.5032060175951,3.9506004336571e-06,0.000371892451877882,"Promoter (<=1kb)",12,105173297,105236203,62907,2,"55198","ENST00000547439.5",0,"ENSG00000136044","APPL2","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2","ENST00000548458.6;ENST00000547439.5;ENST00000258530.8;ENST00000539978.6;ENST00000551662.5;ENST00000547809.5;ENST00000553097.5","387882;55198;55198;55198;55198;55198;55198","0;0;0;-2449;0;-2745;0"
"15851","chr10",54372136,54372536,401,"*",1.90714192434976,1.58532940832821,2.17009927246191,-0.607776339709946,0.431920047608487,0.510031527756785,"Intron (ENST00000644397.2/65217, intron 4 of 37)",10,54486230,54656051,169822,1,"105378311","ENST00000422842.1",-113694,"ENSG00000234173","LOC105378311","uncharacterized LOC105378311","ENST00000644397.2;ENST00000373965.6;ENST00000616114.4;ENST00000621708.4;ENST00000495484.5;ENST00000395445.6;ENST00000395440.5;ENST00000395442.5;ENST00000617271.4;ENST00000395446.5;ENST00000409834.5;ENST00000613657.5;ENST00000414367.5;ENST00000320301.11;ENST00000361849.7;ENST00000373956.7;ENST00000373957.7;ENST00000395430.5;ENST00000395433.5;ENST00000437009.5;ENST00000448885.5;ENST00000373955.5","65217;65217;65217;65217;65217;65217;65217;65217;65217;65217;65217;65217;65217;65217;65217;65217;65217;65217;65217;65217;65217;65217","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
"166","chr5",124747202,124747602,401,"*",4.7008461434698,3.70061362493342,5.28588614204274,-1.61708420627374,2.74272674783584e-06,0.000305345284604658,"Promoter (<=1kb)",5,124636915,124746639,109725,2,"57507","ENST00000513986.2",-563,"ENSG00000168916","ZNF608","zinc finger protein 608","ENST00000513986.2;ENST00000504926.5;ENST00000613878.4;ENST00000306315.9;ENST00000505686.5;ENST00000503896.6;ENST00000509799.5;ENST00000512940.1","57507;57507;57507;57507;57507;57507;57507;57507","0;0;0;0;0;0;0;-1128"
"7927","chr6",44655522,44655922,401,"*",3.35838452592945,2.70291123379504,3.80742584830881,-1.13184556943594,0.0242142666401498,0.0572084571787017,"Distal Intergenic",6,44727921,44830188,102268,1,"101929770","ENST00000671451.1",-71999,NA,"LOC101929770","uncharacterized LOC101929770",NA,NA,NA
"68","chr17",13601784,13602184,401,"*",4.8715662595152,3.81215002758292,5.47580255741155,-1.69580371429304,4.79322190575987e-07,0.000132046214647941,"Promoter (<=1kb)",17,13494032,13601929,107898,2,"9955","ENST00000284110.2",0,"ENSG00000153976","HS3ST3A1","heparan sulfate-glucosamine 3-sulfotransferase 3A1","ENST00000284110.2","9955","0"
"644","chr11",123195020,123195420,401,"*",4.22928210980452,3.24736636071054,4.80816579877124,-1.59002097243573,3.53499606021942e-05,0.00102668342939675,"Promoter (<=1kb)",11,123069872,123195248,125377,2,"79827","ENST00000448775.4",0,"ENSG00000166250","CLMP","CXADR like membrane protein","ENST00000448775.4","79827","0"
"770","chr5",32312850,32313250,401,"*",4.20890823272834,3.24735129680135,4.78082531848825,-1.56278536326567,5.08325292150375e-05,0.00123455718696381,"Promoter (<=1kb)",5,32226994,32312938,85945,2,"54545","ENST00000280285.9",0,"ENSG00000150712","MTMR12","myotubularin related protein 12","ENST00000280285.9;ENST00000382142.8;ENST00000264934.5;ENST00000505419.5;ENST00000513622.1","54545;54545;54545;54545;54545","0;0;0;0;0"
"9144","chr7",48088601,48089001,401,"*",4.24820102237696,3.85870310769082,4.5545854930221,-0.731131568083575,0.0405813165410559,0.0831062741173611,"Promoter (<=1kb)",7,48088628,48103407,14780,1,"7378","ENST00000416681.5",0,"ENSG00000183696","UPP1","uridine phosphorylase 1","ENST00000416681.5;ENST00000331803.8;ENST00000432131.5;ENST00000457596.5;ENST00000421046.5;ENST00000436673.5;ENST00000395560.7;ENST00000395564.9;ENST00000444999.5;ENST00000482015.5;ENST00000417464.6","7378;7378;7378;7378;7378;7378;7378;7378;7378;7378;7378","0;0;0;0;-226;-264;-264;-264;-281;-343;-375"
"10119","chr16",30524161,30524561,401,"*",4.49110591074432,4.16873749144044,4.75443379154503,-0.622072881490728,0.0588157688982884,0.108840837574991,"3' UTR",16,30524004,30526566,2563,2,"79724","ENST00000380412.7",2005,"ENSG00000169957","ZNF768","zinc finger protein 768","ENST00000678203.1;ENST00000677830.1;ENST00000358164.9;ENST00000356798.11;ENST00000433423.2;ENST00000676652.1;ENST00000679323.1;ENST00000678574.1;ENST00000564632.1;ENST00000569360.1;ENST00000380412.7;ENST00000562803.1","3683;3683;3683;3683;3683;3683;3683;3683;3683;65988;79724;79724","51503;51450;51432;51419;51410;45071;18774;7377;4405;0;0;0"
"5568","chr17",81056842,81057242,401,"*",3.93003140960606,3.32184765273907,4.3565408631984,-1.06644373890841,0.00801827156869115,0.0269670163907166,"Promoter (<=1kb)",17,81057336,81099955,42620,1,"10458","ENST00000573659.5",-94,"ENSG00000175866","BAIAP2","BAR/IMD domain containing adaptor protein 2","ENST00000321280.11;ENST00000576470.5;ENST00000575750.5;ENST00000570913.5;ENST00000575989.5;ENST00000572329.5;ENST00000428708.7;ENST00000575712.5;ENST00000575245.5;ENST00000435091.7;ENST00000321300.10;ENST00000573894.5;ENST00000571530.5;ENST00000573017.5;ENST00000572918.5;ENST00000575958.5;ENST00000573659.5;ENST00000572073.5;ENST00000573677.5;ENST00000574804.5","10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-94;0;0;0"
"1572","chr14",71321060,71321460,401,"*",4.40895693329777,3.64079685508117,4.90754907260328,-1.29918545841436,0.000300869254639283,0.00358115006823905,"Promoter (<=1kb)",14,71321391,71587969,266579,1,"26037","ENST00000557151.5",0,"ENSG00000197555","SIPA1L1","signal induced proliferation associated 1 like 1","ENST00000555771.2;ENST00000662547.1;ENST00000553453.5;ENST00000555989.5;ENST00000556408.5;ENST00000554126.5;ENST00000556780.5;ENST00000554362.5;ENST00000381232.8;ENST00000555652.5;ENST00000557151.5","102724015;102724015;26037;26037;26037;26037;26037;26037;26037;26037;26037","0;0;0;0;0;0;0;0;0;0;0"
"7986","chr22",30088976,30089376,401,"*",3.83304517198989,3.32277434528597,4.20923482201694,-0.918933275712092,0.0247471633770047,0.0580356298875099,"Intron (ENST00000336726.11/150280, intron 1 of 10)",22,30093958,30104577,10620,1,"150280","ENST00000491605.1",-4582,"ENSG00000176635","HORMAD2","HORMA domain containing 2","ENST00000336726.11;ENST00000450612.5;ENST00000403975.1;ENST00000491605.1","150280;150280;150280;150280","0;0;0;-4582"
"5351","chr17",74982164,74982564,401,"*",4.53766892109821,4.04096109856825,4.90646831301612,-0.900664346701496,0.00717234034673373,0.0250998415309851,"Distal Intergenic",17,74987632,75005800,18169,1,"30850","ENST00000337231.5",-5068,"ENSG00000109089","CDR2L","cerebellar degeneration related protein 2 like",NA,NA,NA
"246","chr19",12777955,12778355,401,"*",4.99930400194928,4.16874134066809,5.5230567376877,-1.38859273193861,5.84506461640885e-06,0.000442465072776199,"Promoter (<=1kb)",19,12773973,12778392,4420,2,"29911","ENST00000591251.1",37,"ENSG00000095066","HOOK2","hook microtubule tethering protein 2","ENST00000678590.1;ENST00000397668.8;ENST00000264827.9;ENST00000589965.5;ENST00000589400.5;ENST00000592079.5;ENST00000586284.5;ENST00000590839.5;ENST00000586719.5;ENST00000588052.5;ENST00000587178.1;ENST00000592808.1;ENST00000591251.1;ENST00000589134.5;ENST00000591641.5;ENST00000593143.5;ENST00000592512.1","29911;29911;29911;29911;29911;29911;29911;29911;29911;29911;29911;29911;29911;29911;29911;29911;29911","0;0;0;0;0;0;0;0;0;-4702;0;0;0;0;0;0;0"
"5348","chr19",13234380,13234780,401,"*",3.49265305061813,2.70424247307281,3.99957827900737,-1.3214475992983,0.00715584701102061,0.0250561648705512,"Promoter (<=1kb)",19,13228617,13235674,7058,2,"773","ENST00000637832.1",894,"ENSG00000141837","CACNA1A","calcium voltage-gated channel subunit alpha1 A","ENST00000360228.11;ENST00000638009.2;ENST00000637769.1;ENST00000635895.1;ENST00000587525.5;ENST00000637736.1;ENST00000636389.1;ENST00000585802.6;ENST00000637432.1;ENST00000638029.1;ENST00000635727.1;ENST00000636012.1;ENST00000573710.7;ENST00000637276.1;ENST00000637927.1;ENST00000636473.1;ENST00000636549.1;ENST00000664864.1;ENST00000636768.1;ENST00000637819.1;ENST00000637832.1;ENST00000637777.1;ENST00000574822.6;ENST00000635742.1;ENST00000637809.1;ENST00000573891.6;ENST00000636058.1;ENST00000637297.1;ENST00000593267.2","773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2644;0;0;0;0;0;0;0;0;0;1105"
"3125","chr10",89701424,89701824,401,"*",4.67321076058698,4.09064073261176,5.08705053402495,-1.03128372316617,0.00153532704321422,0.00919936522431862,"Promoter (<=1kb)",10,89701590,89774934,73345,1,"9585","ENST00000371728.8",0,"ENSG00000138182","KIF20B","kinesin family member 20B","ENST00000455699.1;ENST00000371728.8;ENST00000260753.8;ENST00000447580.1","283011;9585;9585;9585","-3496;0;0;0"
"11270","chr1",161389662,161390062,401,"*",3.83274493695045,3.46037999005083,4.12845020473917,-0.702239771549969,0.0889271313389963,0.147746919544251,"Exon (ENST00000688159.2/ENST00000688159.2, exon 1 of 1)",1,161364733,161367876,3144,2,"257177","ENST00000367974.2",-21786,"ENSG00000188931","CFAP126","cilia and flagella associated protein 126",NA,NA,NA
"8448","chr10",74585425,74585825,401,"*",3.39341827757154,2.80914295356772,3.80811206571061,-1.02783034096976,0.030127009671408,0.0667892629792291,"Intron (ENST00000672429.1/132, intron 6 of 9)",10,74527766,74530553,2788,2,"102723439","ENST00000609392.1",-54872,NA,"LOC102723439","uncharacterized LOC102723439","ENST00000672429.1;ENST00000539909.6;ENST00000286621.7;ENST00000673352.1;ENST00000673310.1;ENST00000672920.1;ENST00000672394.1;ENST00000673027.1;ENST00000372734.5;ENST00000541550.6;ENST00000672604.1","132;132;132;132;132;132;132;132;132;132;132","0;0;0;0;0;0;0;0;0;0;0"
"8798","chr22",42437420,42437820,401,"*",4.1309111217494,3.70406390138421,4.45987892311296,-0.790346220477628,0.0355981338520383,0.0757795274375266,"Promoter (<=1kb)",22,42438023,42446195,8173,1,"101927344","ENST00000428765.1",-203,NA,"LOC101927344","uncharacterized LOC101927344","ENST00000428765.1","101927344","0"
"6845","chr18",48902043,48902443,401,"*",3.88139920650035,3.31872139286805,4.28516393547067,-0.998532804070501,0.0148548106386104,0.0406410042512647,"Distal Intergenic",18,48921411,48930182,8772,2,"4092","ENST00000587336.1",27739,"ENSG00000101665","SMAD7","SMAD family member 7",NA,NA,NA
