"","seqnames","start","end","width","strand","Conc","Conc_V2084D.shEV","Conc_WT.shEV","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances"
"330","chr6",160520104,160520504,401,"*",4.08747601764824,3.5841797533685,4.45987875025659,-0.909328090639454,0.0153627278871633,0.0415341292409048,"Promoter (<=1kb)",6,160491891,160520269,28379,2,"80350","ENST00000639825.1",0,"ENSG00000213071","LPAL2","lipoprotein(a) like 2, pseudogene","ENST00000639825.1","80350","0"
"331","chr19",1044539,1044939,401,"*",4.65869287946355,4.08707115809205,5.06701344061376,-1.01487332823968,0.0018759923372435,0.0104281793630809,"Promoter (<=1kb)",19,1045532,1047554,2023,1,"10347","ENST00000533574.1",-593,"ENSG00000064687","ABCA7","ATP binding cassette subfamily A member 7","ENST00000433129.6;ENST00000526885.5;ENST00000263094.11;ENST00000530703.1;ENST00000525238.2;ENST00000524850.5;ENST00000531467.5;ENST00000527496.1;ENST00000533574.1;ENST00000435683.7","10347;10347;10347;10347;10347;10347;10347;10347;10347;10347","0;4436;0;4423;4421;4419;3337;3334;-593;-4476"
"332","chr12",105235899,105236299,401,"*",4.87055934815673,3.95592711757051,5.42590524315025,-1.5032060175951,3.9506004336571e-06,0.000371892451877882,"Promoter (<=1kb)",12,105173297,105236203,62907,2,"55198","ENST00000547439.5",0,"ENSG00000136044","APPL2","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2","ENST00000548458.6;ENST00000547439.5;ENST00000258530.8;ENST00000539978.6;ENST00000551662.5;ENST00000547809.5;ENST00000553097.5","387882;55198;55198;55198;55198;55198;55198","0;0;0;-2449;0;-2745;0"
"333","chr5",124747202,124747602,401,"*",4.7008461434698,3.70061362493342,5.28588614204274,-1.61708420627374,2.74272674783584e-06,0.000305345284604658,"Promoter (<=1kb)",5,124636915,124746639,109725,2,"57507","ENST00000513986.2",-563,"ENSG00000168916","ZNF608","zinc finger protein 608","ENST00000513986.2;ENST00000504926.5;ENST00000613878.4;ENST00000306315.9;ENST00000505686.5;ENST00000503896.6;ENST00000509799.5;ENST00000512940.1","57507;57507;57507;57507;57507;57507;57507;57507","-563;-2681;-2090;-1777;-2121;-2835;0;-1128"
"334","chr17",13601784,13602184,401,"*",4.8715662595152,3.81215002758292,5.47580255741155,-1.69580371429304,4.79322190575987e-07,0.000132046214647941,"Promoter (<=1kb)",17,13494032,13601929,107898,2,"9955","ENST00000284110.2",0,"ENSG00000153976","HS3ST3A1","heparan sulfate-glucosamine 3-sulfotransferase 3A1","ENST00000284110.2","9955","0"
"335","chr11",123195020,123195420,401,"*",4.22928210980452,3.24736636071054,4.80816579877124,-1.59002097243573,3.53499606021942e-05,0.00102668342939675,"Promoter (<=1kb)",11,123069872,123195248,125377,2,"79827","ENST00000448775.4",0,"ENSG00000166250","CLMP","CXADR like membrane protein","ENST00000448775.4","79827","0"
"336","chr5",32312850,32313250,401,"*",4.20890823272834,3.24735129680135,4.78082531848825,-1.56278536326567,5.08325292150375e-05,0.00123455718696381,"Promoter (<=1kb)",5,32226994,32312938,85945,2,"54545","ENST00000280285.9",0,"ENSG00000150712","MTMR12","myotubularin related protein 12","ENST00000280285.9;ENST00000382142.8;ENST00000264934.5;ENST00000505419.5;ENST00000513622.1","54545;54545;54545;54545;54545","0;0;0;0;0"
"337","chr7",48088601,48089001,401,"*",4.24820102237696,3.85870310769082,4.5545854930221,-0.731131568083575,0.0405813165410559,0.0831062741173611,"Promoter (<=1kb)",7,48088628,48103407,14780,1,"7378","ENST00000416681.5",0,"ENSG00000183696","UPP1","uridine phosphorylase 1","ENST00000416681.5;ENST00000331803.8;ENST00000432131.5;ENST00000457596.5;ENST00000421046.5;ENST00000436673.5;ENST00000395560.7;ENST00000395564.9;ENST00000444999.5;ENST00000482015.5;ENST00000417464.6","7378;7378;7378;7378;7378;7378;7378;7378;7378;7378;7378","0;0;0;0;-226;-264;-264;-264;-281;-343;-375"
"338","chr17",81056842,81057242,401,"*",3.93003140960606,3.32184765273907,4.3565408631984,-1.06644373890841,0.00801827156869115,0.0269670163907166,"Promoter (<=1kb)",17,81057336,81099955,42620,1,"10458","ENST00000573659.5",-94,"ENSG00000175866","BAIAP2","BAR/IMD domain containing adaptor protein 2","ENST00000321280.11;ENST00000576470.5;ENST00000575750.5;ENST00000570913.5;ENST00000575989.5;ENST00000572329.5;ENST00000428708.7;ENST00000575712.5;ENST00000575245.5;ENST00000435091.7;ENST00000321300.10;ENST00000573894.5;ENST00000571530.5;ENST00000573017.5;ENST00000572918.5;ENST00000575958.5;ENST00000573659.5;ENST00000572073.5;ENST00000573677.5;ENST00000574804.5","10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458;10458","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-94;-373;-492;-502"
"339","chr14",71321060,71321460,401,"*",4.40895693329777,3.64079685508117,4.90754907260328,-1.29918545841436,0.000300869254639283,0.00358115006823905,"Promoter (<=1kb)",14,71321391,71587969,266579,1,"26037","ENST00000557151.5",0,"ENSG00000197555","SIPA1L1","signal induced proliferation associated 1 like 1","ENST00000555771.2;ENST00000662547.1;ENST00000553453.5;ENST00000555989.5;ENST00000556408.5;ENST00000554126.5;ENST00000556780.5;ENST00000554362.5;ENST00000381232.8;ENST00000555652.5;ENST00000557151.5","102724015;102724015;26037;26037;26037;26037;26037;26037;26037;26037;26037","0;0;0;0;0;0;0;0;0;0;0"
"340","chr19",12777955,12778355,401,"*",4.99930400194928,4.16874134066809,5.5230567376877,-1.38859273193861,5.84506461640885e-06,0.000442465072776199,"Promoter (<=1kb)",19,12773973,12778392,4420,2,"29911","ENST00000591251.1",37,"ENSG00000095066","HOOK2","hook microtubule tethering protein 2","ENST00000678590.1;ENST00000397668.8;ENST00000264827.9;ENST00000589965.5;ENST00000589400.5;ENST00000592079.5;ENST00000586284.5;ENST00000590839.5;ENST00000586719.5;ENST00000588052.5;ENST00000587178.1;ENST00000592808.1;ENST00000591251.1;ENST00000589134.5;ENST00000591641.5;ENST00000593143.5;ENST00000592512.1","29911;29911;29911;29911;29911;29911;29911;29911;29911;29911;29911;29911;29911;29911;29911;29911;29911","-2432;-2403;-2335;-2422;0;0;-2416;0;0;-4702;-2385;-2383;0;-2411;0;0;0"
"341","chr19",13234380,13234780,401,"*",3.49265305061813,2.70424247307281,3.99957827900737,-1.3214475992983,0.00715584701102061,0.0250561648705512,"Promoter (<=1kb)",19,13228617,13235674,7058,2,"773","ENST00000637832.1",894,"ENSG00000141837","CACNA1A","calcium voltage-gated channel subunit alpha1 A","ENST00000360228.11;ENST00000638009.2;ENST00000637769.1;ENST00000635895.1;ENST00000587525.5;ENST00000637736.1;ENST00000636389.1;ENST00000585802.6;ENST00000637432.1;ENST00000638029.1;ENST00000635727.1;ENST00000636012.1;ENST00000573710.7;ENST00000637276.1;ENST00000637927.1;ENST00000636473.1;ENST00000636549.1;ENST00000664864.1;ENST00000636768.1;ENST00000637819.1;ENST00000637832.1;ENST00000637777.1;ENST00000574822.6;ENST00000635742.1;ENST00000637809.1;ENST00000573891.6;ENST00000636058.1;ENST00000637297.1;ENST00000593267.2","773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773;773","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2644;0;0;0;0;0;0;0;0;0;1105"
"342","chr10",89701424,89701824,401,"*",4.67321076058698,4.09064073261176,5.08705053402495,-1.03128372316617,0.00153532704321422,0.00919936522431862,"Promoter (<=1kb)",10,89701590,89774934,73345,1,"9585","ENST00000371728.8",0,"ENSG00000138182","KIF20B","kinesin family member 20B","ENST00000455699.1;ENST00000371728.8;ENST00000260753.8;ENST00000447580.1","283011;9585;9585;9585","-3496;0;0;0"
"343","chr22",42437420,42437820,401,"*",4.1309111217494,3.70406390138421,4.45987892311296,-0.790346220477628,0.0355981338520383,0.0757795274375266,"Promoter (<=1kb)",22,42438023,42446195,8173,1,"101927344","ENST00000428765.1",-203,NA,"LOC101927344","uncharacterized LOC101927344","ENST00000428765.1","101927344","-203"
"344","chr8",30095133,30095533,401,"*",4.32063709866158,3.99608125472159,4.58542068194375,-0.6253722057303,0.0732258223599039,0.12799614961218,"Promoter (<=1kb)",8,30095408,30108524,13117,1,"23484","ENST00000321250.13",0,"ENSG00000104660","LEPROTL1","leptin receptor overlapping transcript like 1","ENST00000321250.13;ENST00000518001.1;ENST00000650149.1;ENST00000520682.5;ENST00000442880.6;ENST00000523116.5;ENST00000520739.5;ENST00000518192.5","23484;23484;23484;23484;23484;23484;23484;23484","0;0;0;0;0;0;0;-116"
"345","chr8",11703534,11703934,401,"*",4.72772075802738,3.99862346765157,5.20976227389991,-1.24516528567884,0.000128249421370357,0.0021216732676889,"Promoter (<=1kb)",8,11704151,11757082,52932,1,"2626","ENST00000526716.5",-217,"ENSG00000136574","GATA4","GATA binding protein 4","ENST00000528712.5;ENST00000532977.1;ENST00000526974.1;ENST00000526716.5;ENST00000532059.6;ENST00000335135.8;ENST00000622443.3","2626;2626;2626;2626;2626;2626;2626","0;0;0;-217;-268;-270;-288"
"346","chr22",50508190,50508590,401,"*",4.4596767463484,3.90809720572356,4.85772855280498,-0.984097382336199,0.00462412019962886,0.018616604691227,"Promoter (<=1kb)",22,50508224,50524780,16557,1,"29781","ENST00000420993.7",0,"ENSG00000025770","NCAPH2","non-SMC condensin II complex subunit H2","ENST00000420993.7;ENST00000395698.7;ENST00000395701.7;ENST00000518394.5;ENST00000523045.5;ENST00000418794.1;ENST00000299821.15;ENST00000474879.7;ENST00000216080.5;ENST00000504717.1;ENST00000514938.1;ENST00000505981.5;ENST00000507607.1","29781;29781;29781;29781;29781;29781;29781;91289;91289;91289;91289;91289;91289","0;0;0;0;0;0;0;-488;-506;-2933;-1970;-1024;-940"
"347","chr5",36606366,36606766,401,"*",4.3035868351402,3.32006123289409,4.8830157976867,-1.59266317863895,3.31074022836694e-05,0.000997107663954949,"Promoter (<=1kb)",5,36606439,36629572,23134,1,"6507","ENST00000513903.5",0,"ENSG00000079215","SLC1A3","solute carrier family 1 member 3","ENST00000680318.1;ENST00000681909.1;ENST00000513903.5;ENST00000681795.1;ENST00000680205.1;ENST00000680064.1;ENST00000680878.1;ENST00000612708.5;ENST00000680125.1;ENST00000680232.1;ENST00000680876.1;ENST00000681633.1;ENST00000681776.1;ENST00000502864.6;ENST00000681775.1;ENST00000679784.1;ENST00000680048.1;ENST00000680655.1;ENST00000681926.1;ENST00000679958.1;ENST00000265113.9;ENST00000504121.5;ENST00000512374.1;ENST00000416645.6;ENST00000506725.1;ENST00000680711.1;ENST00000613445.5;ENST00000679983.1;ENST00000505202.5;ENST00000681814.1;ENST00000679992.1;ENST00000381918.4;ENST00000513646.1;ENST00000681848.1;ENST00000680212.1;ENST00000680908.1;ENST00000680527.1;ENST00000679423.1","6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507;6507","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-124;-229;-565;-1380;-1412;-1563;-1563;-1563;-1563;-1563"
"348","chr19",44753301,44753701,401,"*",3.67320976916378,3.32291813865783,3.95484806616849,-0.665833898395483,0.118405652969093,0.183890987984581,"Promoter (1-2kb)",19,44755149,44757168,2020,1,"602","ENST00000473468.1",-1448,"ENSG00000069399","BCL3","BCL3 transcription coactivator","ENST00000612079.1;ENST00000403534.7;ENST00000487394.1;ENST00000164227.10;ENST00000444487.1;ENST00000473468.1;ENST00000464319.1;ENST00000474300.1;ENST00000477832.1;ENST00000473473.1","102465879;602;602;602;602;602;602;602;602;602","-4956;0;5465;0;0;-1448;-2444;-3888;-3956;-4827"
"349","chr4",83110137,83110537,401,"*",4.40942830120707,3.5859271763789,4.93040969567292,-1.37637647557839,0.000131259949705458,0.00215314591754146,"Promoter (<=1kb)",4,83090688,83109843,19156,2,"51316","ENST00000411416.6",-294,"ENSG00000145287","PLAC8","placenta associated 8","ENST00000311507.9;ENST00000411416.6;ENST00000509973.5;ENST00000515389.5;ENST00000505406.5;ENST00000426923.2","51316;51316;51316;51316;51316;51316","0;-294;0;0;0;0"
"350","chr7",30594599,30594999,401,"*",5.08769524264933,4.12764258937308,5.65909231747876,-1.56523682036102,3.16662969652618e-07,0.000121062192051071,"Promoter (<=1kb)",7,30594832,30633882,39051,1,"2617","ENST00000674807.1",0,"ENSG00000106105","GARS1","glycyl-tRNA synthetase 1","ENST00000675051.1;ENST00000674807.1;ENST00000675529.1;ENST00000674643.1;ENST00000470392.2;ENST00000675810.1;ENST00000676088.1;ENST00000676210.1;ENST00000485784.2;ENST00000674815.1;ENST00000676403.1;ENST00000478124.6;ENST00000454308.6;ENST00000676140.1;ENST00000675859.1;ENST00000389266.8;ENST00000674616.1;ENST00000674737.1;ENST00000675651.1;ENST00000675693.1;ENST00000676259.1;ENST00000674969.1;ENST00000676164.1;ENST00000675886.1;ENST00000444666.6;ENST00000675587.1;ENST00000674851.1;ENST00000675863.1;ENST00000675025.1;ENST00000426529.6;ENST00000656284.1;ENST00000660767.1;ENST00000584199.5;ENST00000581794.6;ENST00000581665.6;ENST00000663944.1;ENST00000584372.5;ENST00000582733.5;ENST00000579174.5;ENST00000689508.1","2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;2617;401320;401320;401320;401320;401320;401320;401320;401320;401320;401320;401320","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-797;0;0;0;0;0;0;0;0;0;0;0"
"351","chr6",27895312,27895712,401,"*",3.95363575058826,3.24826734509217,4.42530616844409,-1.20774201298288,0.00283568424512288,0.0135305331033843,"Promoter (1-2kb)",6,27893425,27893891,467,1,"8348","ENST00000616182.2",1887,"ENSG00000274641","H2BC17","H2B clustered histone 17","ENST00000359611.4;ENST00000616182.2;ENST00000359303.4","8336;8348;8356","0;1887;-4486"
"352","chr1",916622,917022,401,"*",3.88250835086576,2.69947750466097,4.5236610344915,-1.84768631648014,3.33485089217485e-05,0.000999548188209784,"Promoter (1-2kb)",1,917370,918534,1165,2,"100130417","ENST00000432961.1",1512,"ENSG00000223764","LINC02593","long intergenic non-protein coding RNA 2593","ENST00000417705.1;ENST00000432961.1;ENST00000448179.1","100130417;100130417;284600","0;1512;5187"
"353","chr2",55223473,55223873,401,"*",4.55429240167853,3.75465099546338,5.06576858349975,-1.34390709185314,8.67960943556149e-05,0.00168490030938102,"Promoter (<=1kb)",2,55222360,55224360,2001,2,"130162","ENST00000425841.1",487,"ENSG00000162994","CLHC1","clathrin heavy chain linker domain containing 1","ENST00000401408.6;ENST00000428621.5;ENST00000494539.5;ENST00000407122.5;ENST00000406076.5;ENST00000487320.5;ENST00000466020.1;ENST00000451916.1;ENST00000464243.1;ENST00000463300.1;ENST00000403506.1;ENST00000425841.1","130162;130162;130162;130162;130162;130162;130162;130162;130162;130162;130162;130162","0;0;0;0;0;0;0;0;0;0;0;0"
"354","chr18",6729575,6729975,401,"*",4.30403203685696,3.16976768048501,4.93110917746837,-1.78934384434421,3.87757649869736e-06,0.000368724063706079,"Promoter (<=1kb)",18,6728821,6729862,1042,2,"101927168","ENST00000577327.1",0,NA,"ARHGAP28-AS1","ARHGAP28 antisense RNA 1","ENST00000577327.1;ENST00000383472.9;ENST00000583410.1;ENST00000584387.1","101927168;79822;79822;79822","0;0;0;-68"
"355","chr19",8444792,8445192,401,"*",4.65896211491619,4.04352166815235,5.08900048860874,-1.08009840252195,0.00108889586821727,0.00748485137128489,"Promoter (<=1kb)",19,8444920,8463852,18933,1,"4670","ENST00000597813.5",0,"ENSG00000099783","HNRNPM","heterogeneous nuclear ribonucleoprotein M","ENST00000348943.7;ENST00000597813.5;ENST00000600092.5;ENST00000325495.9;ENST00000600806.5;ENST00000620401.4;ENST00000594907.5;ENST00000596984.5;ENST00000601645.5","4670;4670;4670;4670;4670;4670;4670;4670;4670","0;0;0;0;0;0;0;0;0"
"356","chr16",19523664,19524064,401,"*",4.16994926446756,3.75466079357373,4.49202792137023,-0.772157496843406,0.0342617859973311,0.0735701555580014,"Promoter (<=1kb)",16,19523811,19553408,29598,1,"9738","ENST00000396212.6",0,"ENSG00000103540","CCP110","centriolar coiled-coil protein 110","ENST00000353258.8;ENST00000564172.1;ENST00000569773.1;ENST00000396212.6;ENST00000381396.9;ENST00000569190.1;ENST00000565376.2;ENST00000573412.1;ENST00000694978.1;ENST00000562083.1;ENST00000396208.4;ENST00000561888.1","51573;51573;51573;9738;9738;9738;9738;9738;9738;9738;9738;9738","-1566;-1541;-2076;0;0;0;0;0;0;0;-211;-3857"
"357","chr12",106245801,106246201,401,"*",3.64329776468269,3.16864808713007,3.99984556790417,-0.863269542482019,0.0454871634687574,0.090229535944909,"Promoter (1-2kb)",12,106237881,106248020,10140,2,"10970","ENST00000378026.5",1819,"ENSG00000136026","CKAP4","cytoskeleton associated protein 4","ENST00000378026.5;ENST00000552828.5;ENST00000553039.1","10970;10970;10970","0;0;0"
"358","chr20",62238554,62238954,401,"*",4.00030052226669,3.52407705333623,4.35773214156168,-0.867232765603828,0.0249382758622828,0.0583887916170657,"Promoter (<=1kb)",20,62238561,62294865,56305,1,"9885","ENST00000645442.1",0,"ENSG00000130703","OSBPL2","oxysterol binding protein like 2","ENST00000615516.1;ENST00000618509.4;ENST00000622332.4;ENST00000439951.6;ENST00000644535.1;ENST00000642957.1;ENST00000313733.9;ENST00000358053.3;ENST00000645520.1;ENST00000642932.1;ENST00000642516.1;ENST00000644775.1;ENST00000643174.1;ENST00000645442.1;ENST00000645594.1;ENST00000643412.1;ENST00000646834.1;ENST00000646968.1;ENST00000645426.1;ENST00000644702.1;ENST00000644189.1","105369209;105369209;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885;9885","6632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
"359","chr16_KI270853v1_alt",1160211,1160611,401,"*",3.64193537410753,3.31737107893843,3.90672457444775,-0.623547662128401,0.152612586787531,0.223700437268452,"Promoter (<=1kb)",347,1160258,1246067,85810,1,"89927","ENST00000610499.2",0,"ENSG00000166780","BMERB1","bMERB domain containing 1","ENST00000633491.1;ENST00000633358.1;ENST00000634007.1;ENST00000615273.4;ENST00000631883.1;ENST00000633657.1;ENST00000632738.1;ENST00000610499.2","255027;255027;255027;89927;89927;89927;89927;89927","0;0;0;0;0;0;0;0"
"360","chr16",89917922,89918322,401,"*",3.88237734583696,3.45943886606315,4.20902534245941,-0.783332315246602,0.0481191162303976,0.0939072199545826,"Promoter (<=1kb)",16,89918862,89920972,2111,1,"4157","ENST00000555147.2",-540,"ENSG00000258839","MC1R","melanocortin 1 receptor","ENST00000556922.1;ENST00000555810.5;ENST00000554444.5;ENST00000556565.5;ENST00000640279.1;ENST00000570217.1;ENST00000555147.2","10381;10381;10381;10381;22980;22980;4157","0;0;0;0;44352;0;-540"
"361","chr9",128880850,128881250,401,"*",3.99995467945147,3.08675754612069,4.55478217100848,-1.49645189250959,0.000244564385142535,0.00315525112043741,"Promoter (<=1kb)",9,128833119,128881929,48811,2,"883","ENST00000320665.10",679,"ENSG00000171097","KYAT1","kynurenine aminotransferase 1","ENST00000651925.1;ENST00000372600.9;ENST00000372599.7;ENST00000259324.5;ENST00000483638.1;ENST00000302586.8;ENST00000462722.5;ENST00000320665.10;ENST00000436267.7;ENST00000451800.5;ENST00000474824.1","51490;56262;56262;56262;56262;883;883;883;883;883;883","0;-883;-946;-1252;-3745;0;0;0;0;0;0"
"362","chr15",63189275,63189675,401,"*",4.3212715806352,3.45676340573764,4.85808680578192,-1.43238528148889,0.000108876790447843,0.00194061742669785,"Promoter (<=1kb)",15,63189560,63256594,67035,1,"51762","ENST00000558990.5",0,"ENSG00000166128","RAB8B","RAB8B, member RAS oncogene family","ENST00000558990.5;ENST00000558119.5;ENST00000559927.1;ENST00000559006.1;ENST00000321437.9","51762;51762;51762;51762;51762","0;0;0;0;0"
"363","chrX",139933351,139933751,401,"*",4.04420699450173,3.24626813435426,4.55499646724288,-1.33888678456128,0.000953148117897254,0.00690985712170472,"Promoter (<=1kb)",23,139726346,139933070,206725,2,"286410","ENST00000370557.5",-281,"ENSG00000101974","ATP11C","ATPase phospholipid transporting 11C","ENST00000370557.5;ENST00000682941.1;ENST00000485626.1","286410;286410;286410","-281;-298;0"
"364","chr13",26222257,26222657,401,"*",4.49124080052654,3.99774803441311,4.85827254764805,-0.895573410782888,0.00895094674082098,0.0290000147519543,"Promoter (<=1kb)",13,26132115,26222261,90147,2,"6049","ENST00000468480.5",0,"ENSG00000127870","RNF6","ring finger protein 6","ENST00000468480.5;ENST00000346166.7;ENST00000381570.7;ENST00000381588.9;ENST00000498039.5;ENST00000476347.1;ENST00000474280.1","6049;6049;6049;6049;6049;6049;6049","0;-415;-554;0;-447;-566;-168"
"365","chr22",18149694,18150094,401,"*",4.727756925938,4.12582112480694,5.15120677400177,-1.06031989765053,0.00103908440582448,0.0072973264059319,"Promoter (<=1kb)",22,18150118,18177368,27251,1,"11274","ENST00000699060.1",-24,"ENSG00000184979","USP18","ubiquitin specific peptidase 18","ENST00000699060.1;ENST00000215794.8;ENST00000679963.1;ENST00000608634.1","11274;11274;51807;51807","-24;-76;39594;22987"
"366","chr11",110712225,110712625,401,"*",4.55381520499442,2.8070316138727,5.32107562451219,-2.53654484255113,7.35324301592004e-10,6.88741507086151e-06,"Promoter (<=1kb)",11,110577043,110712437,135395,2,"57569","ENST00000683387.1",0,"ENSG00000137727","ARHGAP20","Rho GTPase activating protein 20","ENST00000260283.8;ENST00000683387.1;ENST00000524756.5;ENST00000528829.5;ENST00000527598.1;ENST00000533353.5","57569;57569;57569;57569;57569;57569","0;0;-175;0;0;0"
"367","chr19",10553050,10553450,401,"*",4.21181284368938,3.64796708063065,4.61617492441992,-1.00167143370017,0.00768879762414876,0.0262354396461465,"Promoter (<=1kb)",19,10552122,10552204,83,1,"100302226","ENST00000408483.1",928,"ENSG00000221410","MIR1238","microRNA 1238","ENST00000408483.1;ENST00000536689.5;ENST00000312962.12;ENST00000652042.1;ENST00000537363.5;ENST00000478863.5;ENST00000612875.4;ENST00000537433.5;ENST00000543842.1;ENST00000539027.5;ENST00000536714.1;ENST00000586417.5;ENST00000309469.9;ENST00000590096.1;ENST00000588857.5;ENST00000585752.5;ENST00000588667.5;ENST00000586863.5;ENST00000589753.1;ENST00000587256.1;ENST00000588972.1;ENST00000585437.1","100302226;65095;65095;65095;65095;65095;65095;65095;65095;65095;65095;84971;84971;84971;84971;84971;84971;84971;84971;84971;84971;84971","928;0;0;0;0;12521;12570;6026;4771;12540;6380;0;0;9133;0;9132;0;8741;0;7930;0;0"
"368","chr5",75716994,75717394,401,"*",4.64384567281431,3.75282292517896,5.19057302249544,-1.47020106427807,1.91693782286945e-05,0.000772257983565881,"Promoter (<=1kb)",5,75707484,75717344,9861,2,"134359","ENST00000507421.1",0,"ENSG00000152359","POC5","POC5 centriolar protein","ENST00000428202.7;ENST00000514838.6;ENST00000510798.5;ENST00000446329.6;ENST00000503835.5;ENST00000504862.5;ENST00000515285.5;ENST00000502826.5;ENST00000506164.5;ENST00000512125.5;ENST00000508467.5;ENST00000507421.1","134359;134359;134359;134359;134359;134359;134359;134359;134359;134359;134359;134359","0;0;-4562;-4539;0;-4569;0;0;0;0;0;0"
"369","chr19",869312,869712,401,"*",3.7282479860982,2.80933591517788,4.28513573755076,-1.5019059289741,0.00100971027897554,0.00716473585456396,"Promoter (1-2kb)",19,867963,871066,3104,2,"10025","ENST00000621073.4",1354,"ENSG00000175221","MED16","mediator complex subunit 16","ENST00000395808.7;ENST00000312090.10;ENST00000621073.4;ENST00000607471.5;ENST00000325464.6;ENST00000606248.5;ENST00000586017.5;ENST00000592943.5;ENST00000606828.2;ENST00000695946.1","10025;10025;10025;10025;10025;10025;10025;10025;10025;1675","0;0;0;0;0;0;21436;21436;21436;7613"
"370","chr16_KI270854v1_alt",129999,130399,401,"*",3.55418231567585,3.24611053286928,3.80790468873384,-0.595904243988896,0.182266225327299,0.256701992260454,"Promoter (<=1kb)",348,127823,130075,2253,2,"64493","ENST00000631935.1",0,NA,"LINC00235","long intergenic non-protein coding RNA 235","ENST00000631935.1;ENST00000632256.1;ENST00000631587.1;ENST00000632067.1;ENST00000633331.1;ENST00000611004.4;ENST00000633920.1;ENST00000610934.1","64493;6650;6650;6650;6650;9727;9727;9727","0;0;-17;-92;-125;105234;104474;54843"
"371","chr19",33795744,33796144,401,"*",4.9643858032257,3.95056594094235,5.55392566195628,-1.6363124694785,4.32866437603273e-07,0.000128712491676541,"Promoter (<=1kb)",19,33795933,33806958,11026,1,"79047","ENST00000587658.5",0,"ENSG00000153885","KCTD15","potassium channel tetramerization domain containing 15","ENST00000587658.5;ENST00000587559.5;ENST00000588637.5;ENST00000590771.5;ENST00000589786.5;ENST00000284006.10;ENST00000683859.1;ENST00000588881.5;ENST00000590906.5;ENST00000430256.3;ENST00000592210.1","79047;79047;79047;79047;79047;79047;79047;79047;79047;79047;79047","0;-272;-310;-702;-718;-718;-726;-758;-2193;-2242;-2555"
"372","chr12",49346839,49347239,401,"*",4.89529888547943,3.75647204900798,5.52371908682681,-1.79892400047513,7.87068523570573e-08,6.41050202262936e-05,"Promoter (<=1kb)",12,49346888,49353690,6803,1,"79962","ENST00000549441.7",0,"ENSG00000178401","DNAJC22","DnaJ heat shock protein family (Hsp40) member C22","ENST00000549441.7;ENST00000395069.3;ENST00000647553.1","79962;79962;79962","0;0;-769"
"373","chr2",96321660,96322060,401,"*",4.52288198047308,3.52228056691371,5.10804489668022,-1.61662729217268,8.65807972422555e-06,0.000530361618327159,"Promoter (<=1kb)",2,96285217,96321271,36055,2,"23020","ENST00000652267.1",-389,"ENSG00000144028","SNRNP200","small nuclear ribonucleoprotein U5 subunit 200","ENST00000439118.3;ENST00000420176.5;ENST00000536814.1;ENST00000420728.1;ENST00000361124.5;ENST00000652267.1","150771;150771;150771;150771;150771;23020","-3257;-3271;-3271;-4144;-4163;-389"
"374","chr11",2137453,2137853,401,"*",4.06612511316916,3.39182776176772,4.52383775551951,-1.16369991255976,0.00271340363135961,0.0131650324336337,"Promoter (<=1kb)",11,2132716,2137305,4590,2,"3481","ENST00000418738.2",-148,"ENSG00000167244","IGF2","insulin like growth factor 2","ENST00000381395.5;ENST00000381406.8;ENST00000416167.7;ENST00000695541.1;ENST00000643349.2;ENST00000434045.6;ENST00000481781.3;ENST00000381392.5;ENST00000381389.5;ENST00000418738.2;ENST00000445504.3;ENST00000381361.4;ENST00000381363.4;ENST00000385070.3;ENST00000356578.8","3481;3481;3481;3481;3481;3481;3481;3481;3481;3481;51214;51214;51214;619552;723961","-163;0;0;0;0;0;0;-166;0;-148;-2648;-2664;-2791;-3244;0"
"375","chr17",79728620,79729020,401,"*",3.80620044301155,3.45637311692232,4.0875390391854,-0.665561941104918,0.104694177024595,0.167569721309103,"Promoter (1-2kb)",17,79730943,79742219,11277,1,"339221","ENST00000328313.10",-1923,"ENSG00000182156","ENPP7","ectonucleotide pyrophosphatase/phosphodiesterase 7","ENST00000328313.10","339221","-1923"
